song_id,song,is_original,original_artist,debut_date,last_played,times_played,avg_show_gap
910,"Don’t Think Twice, It’s Alright",0,Bob Dylan,2025-05-10,2025-05-10,1,22.0
911,No California,0,Ilsey Juber,2024-06-07,2025-05-30,4,24.75
914,True Love Waits,0,Radiohead,2024-09-19,2025-06-10,3,22.67
930,SALT,1,Goose,2024-04-07,2025-06-15,15,7.79
931,Give It Time,1,Goose,2024-04-09,2025-06-23,23,4.65
933,How It Ends,1,Vasudo,2024-04-10,2025-06-20,7,15.14
935,Gen X Cops,0,Vampire Weekend,2024-04-10,2024-04-10,1,106.0
943,Draconian Meter Maid,1,Swimmer,2024-09-01,2025-06-21,14,5.79
945,Big Modern!,1,Goose,2024-09-01,2025-06-21,22,3.86
946,"One In, One Out",1,Goose,2024-09-02,2025-06-10,12,6.67
947,My Mind Has Been Consumed By Media,1,Swimmer,2024-09-03,2025-06-17,8,9.88
948,War Pigs,0,Black Sabbath,2024-10-01,2024-10-01,1,60.0
950,You Spin Me Round (Like A Record),0,Dead or Alive,2024-10-31,2025-06-17,4,12.75
951,Stranger Things,0,S U R V I V E,2024-10-31,2024-10-31,2,51.0
952,Maniac,0,Michael Sembello,2024-10-31,2024-11-07,3,25.5
953,Wipeout,0,Bob Berryhill,2024-10-31,2024-10-31,1,51.0
955,Running Up That Hill,0,Kate Bush,2024-10-31,2025-06-15,4,12.75
956,Everybody Wants To Rule The World,0,Tears For Fears,2024-10-31,2024-10-31,1,51.0
958,Sirius,0,The Alan Parsons Project,2024-12-13,2024-12-14,2,20.0
959,Kashmir,0,Led Zeppelin,2024-12-13,2024-12-13,1,40.0
960,Slip Slidin’ Away,0,Paul Simon,2024-12-14,2024-12-14,1,39.0
961,Help on the Way,0,Grateful Dead,2024-12-14,2024-12-14,1,39.0
962,Slipknot!,0,Grateful Dead,2024-12-14,2024-12-14,1,39.0
964,Don’t Leave Me This Way,0,Harold Melvin & The Blue Notes,2024-12-14,2025-05-30,4,9.75
965,Get Down Tonight,0,KC and the Sunshine Band,2024-12-14,2024-12-14,1,39.0
967,The King,1,Goose,2024-12-13,2024-12-13,1,40.0
968,Low Rider,0,War,2024-12-30,2024-12-30,1,38.0
969,I Only Have Eyes For You,0,The Flamingos,2024-12-31,2024-12-31,1,37.0
970,Dustin Hoffman,1,Goose,2025-05-10,2025-06-23,7,3.14
971,Iguana Song,1,Goose,2025-05-09,2025-06-23,6,4.0
972,Flood in Franklin Park,0,Grant Green,2014-12-23,2025-02-06,2,386.0
973,Trick To Happy,0,Bahamas,2025-02-10,2025-02-10,1,33.0
978,In Bloom,0,Nirvana,2025-05-08,2025-05-08,1,25.0
979,Torero,1,Goose,2025-05-08,2025-06-19,4,6.25
980,Ride Like The Wind,0,Christopher Cross,2025-05-08,2025-05-08,1,25.0
981,fast:slow,1,Goose,2025-05-09,2025-06-15,3,8.0
982,Moby Dick,0,Led Zeppelin,2025-05-31,2025-05-31,1,16.0
