song_id,song,is_original,original_artist,debut_date,last_played,times_played,avg_show_gap
561,Summertime Blues,0,Eddie Cochran,2018-07-05,2018-07-05,1,521.0
562,Suzie Q,0,Creedence Clearwater Revival,2025-06-06,2025-06-06,1,10.0
563,Sweet Home Chicago,0,The Blues Brothers,2019-12-21,2019-12-21,1,394.0
564,Switchin',0,Wes Montgomery,2015-02-20,2024-09-03,27,28.37
565,Take On Me,0,A-Ha,2016-11-23,2024-10-26,9,77.0
566,Tennessee Jed,0,Grateful Dead,2014-11-26,2019-11-27,3,257.33
567,The Big Bang,0,Johnny Mandel,2018-07-05,2018-07-05,1,521.0
569,The Waking End,1,Goose,2014-11-21,2014-11-21,1,773.0
570,The Way It Is,0,Bruce Hornsby,2018-05-03,2025-06-04,40,13.53
571,These Boots Are Made For Walkin',0,Nancy Sinatra,2018-07-12,2018-07-12,1,519.0
572,This Old Sea,1,Goose,2014-12-20,2025-06-15,39,19.77
573,Tomorrow Never Knows,0,The Beatles,2019-12-21,2025-06-04,13,30.31
574,Travelers,1,Goose,2020-06-19,2025-05-30,28,12.43
575,Tried & Tempted,0,The Wood Brothers,2015-02-20,2015-02-20,1,766.0
576,Trouble,0,Elvis Presley,2019-11-27,2023-10-01,3,134.33
577,Turkish Hills,1,Goose,2018-08-02,2018-11-16,2,257.0
578,Turn On Your Love Light,0,Bobby Blue Bland,2016-04-20,2025-06-03,52,13.88
579,Two Tickets To Paradise,0,Eddie Money,2019-07-13,2019-07-13,1,434.0
580,Up On Cripple Creek,0,The Band,2016-04-15,2017-07-15,6,120.67
581,Use Me,0,Bill Withers,2014-11-21,2022-03-10,6,128.83
582,The W.S. Walcott Medicine Show,0,The Band,2018-03-15,2024-09-24,19,30.94
583,Wake Up,0,Arcade Fire,2015-02-20,2022-06-25,2,383.0
585,What The World Needs Now Is Love,0,Sergio Mendes,2018-07-12,2018-07-12,1,519.0
586,White Lights,1,Goose,2018-12-22,2025-02-13,73,7.1
587,Why Can't We Be Friends,0,War,2019-10-31,2019-10-31,1,412.0
588,Wild Night,0,Van Morrison,2014-12-20,2025-02-11,19,40.58
590,Your Ocean,1,Goose,2015-04-18,2025-06-03,35,21.71
591,Look Out Cleveland,0,The Band,2020-10-03,2024-09-22,10,33.3
592,Me & My Uncle,0,John Philips,2014-11-26,2025-05-10,36,21.44
593,(Marie's The Name) His Latest Flame,0,Elvis Presley,2019-06-28,2022-08-20,4,109.5
595,"Well, You Can Do It Without Me",0,Father John Misty,2020-09-11,2020-09-11,1,339.0
596,Love And Happiness,0,Al Green,2019-10-05,2019-10-05,1,416.0
597,Night Moves,0,Bob Seger & The Silver Bullet Band,2019-10-05,2019-10-05,1,416.0
598,Ship Of Fools,0,Grateful Dead,2024-10-01,2024-10-01,1,58.0
599,Gun Street Girl,0,Tom Waits,2020-03-21,2022-09-30,4,90.5
601,Atlantic City,0,Bruce Springsteen,2020-03-15,2024-11-10,4,90.75
602,AUATC,0,Bon Iver,2020-10-19,2025-06-11,10,33.0
603,Lily's Tiger,1,Great Blue,2020-11-06,2024-09-15,3,109.0
604,The Empress Of Organos,1,Vasudo,2020-11-06,2025-06-17,83,4.61
605,Earthling or Alien?,1,Goose,2020-11-06,2025-06-12,47,7.11
606,The Killing Moon,0,Echo & The Bunnymen,2020-11-07,2024-09-14,6,54.33
607,Head Over Heels,0,Tears For Fears,2020-11-07,2020-11-07,2,326.0
608,Notorious,0,Duran Duran,2020-11-07,2020-11-07,1,326.0
609,Seekers on the Ridge pt I,1,Goose,2020-11-07,2025-06-20,52,6.27
610,Seekers on the Ridge pt II,1,Goose,2020-11-07,2025-06-20,52,6.27
611,Mad World,0,Tears For Fears,2020-11-07,2024-09-20,2,163.0
612,Love Is A Battlefield,0,Pat Benatar,2020-12-11,2025-02-14,7,46.43
613,You and Whose Army,0,Radiohead,2020-12-11,2021-11-07,2,162.5
614,Brokedown Palace,0,Grateful Dead,2021-06-18,2024-10-25,3,104.33
620,Jack-A-Roe,0,Traditional,2022-06-24,2022-06-24,1,238.0
628,Interlude III,1,Goose,2024-04-08,2024-04-08,1,106.0
630,Shakedown Street,0,Grateful Dead,2016-11-23,2016-11-23,1,693.0
631,Revival,0,The Allman Brothers Band,2017-05-20,2017-05-20,1,655.0
631,Revival,0,Zach Williams,2017-07-08,2017-09-01,4,159.25
632,Wasted Words,0,The Allman Brothers Band,2017-01-28,2017-01-28,1,685.0
633,Psycho Killer,0,Talking Heads,2016-11-23,2025-06-06,4,173.25
634,First Tube,0,Phish,2016-10-09,2016-11-23,2,351.0
635,I Will Survive,0,Gloria Gaynor,2016-11-23,2016-11-23,1,693.0
636,(satellite),1,Goose,2018-06-01,2024-09-13,3,177.67
637,(dawn),1,Goose,2022-01-26,2025-02-15,9,30.89
639,The Labyrinth,1,Goose,2021-06-11,2025-06-19,11,28.91
641,Franklin's Tower,0,Grateful Dead,2024-12-14,2024-12-14,1,37.0
645,Hot Love & The Lazy Poet,1,Vasudo,2024-04-07,2025-06-19,26,4.12
646,Turbulence & The Night Rays,1,Vasudo,2022-06-10,2025-06-06,41,5.95
647,Your Direction,1,Vasudo,2025-04-24,2025-06-15,6,4.17
650,The Night They Drove Old Dixie Down,0,The Band,2016-06-17,2024-06-22,2,358.5
651,The Shape I'm In,0,The Band,2023-10-01,2023-10-01,1,127.0
656,Back On The Train,0,Phish,2014-12-23,2019-05-04,2,385.0
659,U.S. Blues,0,Grateful Dead,2023-07-04,2023-07-04,1,147.0
662,Funky Bitch,0,Son Seals,2016-10-09,2016-10-09,1,702.0
663,Jed Stone,1,Vasudo,2025-06-07,2025-06-07,1,9.0
676,Welcome To Delta,1,Goose,2021-05-09,2021-05-09,1,319.0
677,Moby,1,Goose,2021-05-08,2025-02-13,20,16.0
678,Doctor My Eyes,0,Jackson Browne,2021-05-04,2023-04-13,5,64.4
679,Tribute To Gold,0,Duke Herrington,2021-06-13,2022-02-02,4,158.0
681,Innocent Son,0,Fleet Foxes,2021-06-16,2021-06-16,1,314.0
684,Bingo Tour Theme,1,Goose,2021-07-03,2021-07-10,3,103.33
685,Please Forgive Me,0,David Gray,2021-08-21,2024-09-11,11,27.64
694,Dragonfly,1,Goose,2021-10-09,2023-04-27,7,42.57
709,2021,0,Vampire Weekend,2021-10-08,2021-12-31,3,149.5
710,The Old Man's Boat,1,Goose,2021-10-08,2025-06-03,28,10.68
711,Life On The Shelf,1,Goose,2021-10-09,2022-10-14,9,33.11
712,Dr. Darkness,1,Goose,2022-01-26,2025-06-20,42,6.62
714,Rockdale,1,Vasudo,2021-10-30,2025-06-12,68,4.47
716,Draggin' the Line,0,Tommy James,2021-10-31,2024-09-24,2,147.0
717,I'm A Believer,0,The Monkees,2021-10-31,2021-11-19,2,147.0
718,American Woman,0,The Guess Who,2021-10-31,2022-02-12,3,98.0
719,Magic Carpet Ride,0,Steppenwolf,2021-10-31,2024-06-18,11,29.4
720,Whip It,0,Devo,2021-10-31,2025-06-03,8,36.75
721,Just The Two Of Us,0,Bill Withers,2021-10-31,2021-10-31,1,294.0
723,Pancakes,1,Great Blue,2022-01-27,2025-06-20,63,5.04
725,Borne,1,Goose,2022-01-28,2025-06-17,45,6.27
727,Atlas Dogs,1,Goose,2022-01-28,2025-06-19,51,5.41
730,Circle Of Life,0,Elton John,2017-12-23,2021-12-31,3,194.67
731,Moonrise,1,Orebolo,2022-06-25,2024-11-10,3,78.67
732,Dim Lights,1,Orebolo,2024-11-10,2025-05-10,2,21.0
733,Arise,1,St. John's Revival,2022-01-30,2024-09-27,6,45.67
735,California Magic,1,Goose,2022-03-01,2025-06-01,45,5.84
736,Silver Rising,1,Goose,2022-02-02,2025-06-17,63,4.33
737,Jeff Engborg,1,Great Blue,2022-02-05,2025-06-11,12,22.5
738,Dripfield,1,Goose,2022-02-26,2025-06-15,60,4.47
739,Sinnerman,0,Nina Simone,2022-02-26,2025-06-07,13,20.31
740,Hungersite,1,Goose,2022-02-26,2025-06-19,67,3.94
741,Trevor Reads Poetry,1,Goose,2020-06-20,2025-05-31,7,49.57
747,Happy Birthday,0,Goose,2018-02-15,2020-10-15,6,93.67
760,Hallelujah,0,Leonard Cohen,2017-05-20,2017-05-20,1,655.0
762,Loose Ends,1,Vasudo,2019-09-01,2024-11-12,16,26.44
763,Butterflies,1,Great Blue,2022-06-10,2025-06-10,20,12.2
764,Animal,1,Goose,2022-06-11,2025-06-12,63,3.86
765,It's My Life,0,Talk Talk,2022-08-17,2022-08-17,1,228.0
766,Bloodbuzz Ohio,0,The National,2022-08-18,2025-02-06,9,25.22
767,Milestone 2 (Skux Life),0,Moniker,2022-08-18,2024-09-20,3,75.67
768,Don't Be Cruel,0,Elvis Presley,2022-08-20,2022-08-20,1,226.0
802,Jam,1,Goose,2014-11-21,2025-03-11,25,45.47
803,Mini Mall Rap,1,Goose,2020-06-26,2020-06-26,1,343.0
804,Caravan,0,Van Morrison,2016-10-09,2016-10-09,1,702.0
805,Everything Must Go,1,Goose,2022-10-01,2025-06-11,37,5.89
807,"So Fresh, So Clean",0,Outkast,2022-10-08,2022-10-08,1,213.0
808,Born To Be Wild,0,Steppenwolf,2022-10-15,2022-10-15,1,208.0
809,Thatch,1,Goose,2022-11-13,2025-06-11,50,4.04
811,You Are So Beautiful,0,Joe Cocker,2017-05-20,2017-05-20,1,655.0
812,"Signed, Sealed, Delivered",0,Stevie Wonder,2017-05-20,2017-05-20,1,655.0
813,Burning Down the House,0,Talking Heads,2017-05-20,2023-12-08,2,327.5
814,Get Lucky,0,Daft Punk,2017-05-20,2017-05-20,1,655.0
816,Amongster,0,Polica,2025-06-20,2025-06-20,1,1.0
817,Mr. Action,1,Goose,2022-12-18,2025-06-19,34,5.71
818,Auld Lang Syne,0,Traditional,2017-12-31,2022-12-31,2,291.0
819,This Year's Love,0,David Gray,2022-12-31,2022-12-31,1,192.0
820,Not Alone,1,Goose,2023-03-09,2024-11-07,5,37.6
822,Lead Up,1,Goose,2023-03-10,2025-06-17,34,5.67
